keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
50th birthday bbq party ideas for men,wedding-event,Food/Recipe,1,52,52,2,3.85,6.98,grillerhood.com/50th-birthday-bbq-party-ideas-for-men/,2
blue suits for men wedding,wedding-event,Tattoo,1,56,56,2,3.57,8.97,gentedge.com/blue-suits-for-men-wedding/,2
best nail color for pale skin,hair-beauty,Styling,1,83,83,2,2.41,1.48,femshades.com/best-nail-color-for-pale-skin/,2
50th wedding anniversary ideas,wedding-event,Wedding/Craft,1,114,114,2,1.75,1.31,chicceremony.com/50th-wedding-anniversary-ideas/,2
small inground pool ideas,general,Garden/Outdoor,1,93,93,2,2.15,1.06,softlyoutdoor.com/small-inground-pool-ideas/,2
best hairstyles for women over 70,hair-beauty,Hair/Beauty,1,122,122,2,1.64,8.44,hairflowy.com/best-hairstyles-for-women-over-70/,2
cinder block garden ideas,room-ideas,Garden/Outdoor,1,140,140,2,1.43,0.77,moonlightyard.com/cinder-block-garden-ideas/,2
hydroponic tomatoes,general,Garden/Outdoor,1,68,68,2,2.94,1.36,moonlightyard.com/hydroponic-tomatoes/,2
hosta garden ideas,room-ideas,Garden/Outdoor,1,57,57,2,3.51,1.55,moonlightyard.com/hosta-garden-ideas/,2
glass bottle table decor wedding ideas,wedding-event,Home Decor,1,88,88,2,2.27,1.21,glassoraa.com/glass-bottle-table-decor-wedding-ideas/,2
glass bowl decor ideas diy crafts,product-specific,Home Decor,1,77,77,2,2.6,1.34,glassoraa.com/glass-bowl-decor-ideas-diy-crafts/,2
large glass jugs decor ideas,wedding-event,Home Decor,1,73,73,2,2.74,1.4,glassoraa.com/large-glass-jugs-decor-ideas/,2
glass cabinet decor ideas,product-specific,Home Decor,1,69,69,2,2.9,1.46,glassoraa.com/glass-cabinet-decor-ideas/,2
shallow glass bowl decor ideas,product-specific,Home Decor,1,56,56,2,3.57,1.71,glassoraa.com/shallow-glass-bowl-decor-ideas/,2
diy glass bottle crafts ideas home decor,diy-craft,Home Decor,1,50,50,2,4,1.87,glassoraa.com/diy-glass-bottle-crafts-ideas-home-decor/,2
scandinavian cottage,general,Home Decor,1,116,116,2,1.72,0.97,hyggenza.com/scandinavian-cottage/,2
gift card gift ideas,general,Wedding/Craft,1,70,70,2,2.86,1.93,lovorae.com/gift-card-gift-ideas/,2
gift ideas for best friend wedding,wedding-event,Wedding/Craft,1,63,63,2,3.17,2.09,lovorae.com/gift-ideas-for-best-friend-wedding/,2
home office ideas for men,room-ideas,Home Decor,1,76,76,2,2.63,1.36,cozyofficedecor.com/home-office-ideas-for-men/,2
2 acre backyard ideas,room-ideas,Garden/Outdoor,1,184,184,2,1.09,0.62,blosmia.com/2-acre-backyard-ideas/,2
cottage garden fence ideas,room-ideas,Garden/Outdoor,1,114,114,2,1.75,0.91,blosmia.com/cottage-garden-fence-ideas/,2
flower bed ideas in front of house,product-specific,Garden/Outdoor,1,70,70,2,2.86,1.33,blosmia.com/flower-bed-ideas-in-front-of-house/,2
burgundy leather couch living room decor,product-specific,Home Decor,1,120,120,2,1.67,0.95,betonry.com/burgundy-leather-couch-living-room-decor/,2
home decor ideas living room leather couch,product-specific,Home Decor,1,81,81,2,2.47,1.29,betonry.com/home-decor-ideas-living-room-leather-couch/,2
dining room decor marble table,room-ideas,Home Decor,1,80,80,2,2.5,1.3,betonry.com/dining-room-decor-marble-table/,2
diy bamboo wall decor,diy-craft,Home Decor,1,72,72,2,2.78,1.42,betonry.com/diy-bamboo-wall-decor/,2
rectangle planter ideas,product-specific,Garden/Outdoor,1,89,89,2,2.25,1.1,grassora.com/rectangle-planter-ideas/,2
terracotta bathroom,room-ideas,Home Decor,1,60,60,2,3.33,1.62,cozybathroomdecor.com/terracotta-bathroom/,2
fabric storage,general,Home Decor,1,56,56,2,3.57,1.71,organizaspace.com/fabric-storage/,2
scooters coffee drinks,general,Food/Recipe,1,80,80,2,2.5,5.01,brewnora.com/scooters-coffee-drinks/,2
home decor with ceramic teapots,wedding-event,Home Decor,1,88,88,2,2.27,1.21,ceramory.com/home-decor-with-ceramic-teapots/,2
large basement ideas,room-ideas,Home Decor,1,93,93,2,2.15,1.16,artwallia.com/large-basement-ideas/,2
unique wall decor,wedding-event,Home Decor,1,82,82,2,2.44,1.28,artwallia.com/unique-wall-decor/,2
unfinished basement ideas,room-ideas,Home Decor,1,80,80,2,2.5,1.3,artwallia.com/unfinished-basement-ideas/,2
white farmhouse exterior,general,Home Decor,1,59,59,2,3.39,1.65,farmsteadra.com/white-farmhouse-exterior/,2
minimalist condo,general,Lifestyle,1,73,73,2,2.74,1.43,minimalura.com/minimalist-condo/,2
minimalist fireplace,general,Lifestyle,1,51,51,2,3.92,1.88,minimalura.com/minimalist-fireplace/,2
home bar wall decor,wedding-event,Home Decor,1,60,60,2,3.33,1.62,terrapurely.com/home-bar-wall-decor/,2
bar counter top decor ideas home,outfit-style,Home Decor,1,58,58,2,3.45,1.67,terrapurely.com/bar-counter-top-decor-ideas-home/,2
modern home bar with rustic decor,wedding-event,Home Decor,1,52,52,2,3.85,1.81,terrapurely.com/modern-home-bar-with-rustic-decor/,2
rugs on top of carpet,outfit-style,Home Decor,1,166,166,2,1.2,0.73,rugsora.com/rugs-on-top-of-carpet/,2
wall rugs hanging living rooms,general,Home Decor,1,85,85,2,2.35,1.24,rugsora.com/wall-rugs-hanging-living-rooms/,2
large garden ideas,room-ideas,Garden/Outdoor,1,100,100,2,2,1.01,yardzeno.com/large-garden-ideas/,2
small front garden ideas,room-ideas,Garden/Outdoor,1,84,84,2,2.38,1.15,yardzeno.com/small-front-garden-ideas/,2
sloped front yard landscaping ideas,general,Garden/Outdoor,1,73,73,2,2.74,1.29,yardzeno.com/sloped-front-yard-landscaping-ideas/,2
memorial garden ideas,room-ideas,Garden/Outdoor,1,69,69,2,2.9,1.34,yardzeno.com/memorial-garden-ideas/,2
dark wood sleigh bed decor,product-specific,Home Decor,1,77,77,2,2.6,1.34,woodlyloom.com/dark-wood-sleigh-bed-decor/,2
small u shaped kitchen ideas,room-ideas,Home Decor,1,88,88,2,2.27,1.21,retrofyra.com/small-u-shaped-kitchen-ideas/,2
vintage kids room,general,Home Decor,1,68,68,2,2.94,1.48,retrofyra.com/vintage-kids-room/,2
vintage dressing rooms,food-recipe,Home Decor,1,61,61,2,3.28,1.61,retrofyra.com/vintage-dressing-rooms/,2
gluten free bread machine recipes,food-baking,Food/Recipe,1,154,154,1,0.65,1.5,avetaste.com/gluten-free-bread-machine-recipes/,1
gluten free muffins recipes,food-baking,Food/Recipe,1,129,129,1,0.78,1.73,avetaste.com/gluten-free-muffins-recipes/,1
beige bathroom tile ideas,room-ideas,Home Decor,1,220,220,1,0.45,0.29,celenastudio.com/beige-bathroom-tile-ideas/,1
bathroom floor and wall tile ideas,room-ideas,Home Decor,1,55,55,1,1.82,0.87,celenastudio.com/bathroom-floor-and-wall-tile-ideas/,1
bedroom and bathroom in one,room-ideas,Home Decor,1,53,53,1,1.89,0.89,celenastudio.com/bedroom-and-bathroom-in-one/,1
bedroom with sloped ceiling,room-ideas,Home Decor,1,53,53,1,1.89,0.89,celenastudio.com/bedroom-with-sloped-ceiling/,1
bathroom artwork ideas,room-ideas,Home Decor,1,50,50,1,2,0.93,celenastudio.com/bathroom-artwork-ideas/,1
beef jerky marinade,food-recipe,Food/Recipe,1,199,199,1,0.5,1.21,cookdle.com/beef-jerky-marinade/,1
gluten free recipes for dinner,food-baking,Food/Recipe,1,130,130,1,0.77,1.71,cooksonic.com/gluten-free-recipes-for-dinner/,1
chinoiserie living room,room-ideas,Home Decor,1,50,50,1,2,0.93,cosaroom.com/chinoiserie-living-room/,1
room painting ideas bedroom aesthetic,room-ideas,Home Decor,1,84,84,1,1.19,0.63,craftboom.work/room-painting-ideas-bedroom-aesthetic/,1
black bed frame bedroom ideas,product-specific,Home Decor,1,62,62,1,1.61,0.79,craftboom.work/black-bed-frame-bedroom-ideas/,1
cheesecake in a jar,food-baking,Food/Recipe,1,88,88,1,1.14,2.34,eraflavor.com/cheesecake-in-a-jar/,1
coffee chia pudding,general,Food/Recipe,1,71,71,1,1.41,2.75,eraflavor.com/coffee-chia-pudding/,1
naan pizza recipes,food-baking,Food/Recipe,1,63,63,1,1.59,3.02,eraflavor.com/naan-pizza-recipes/,1
24th birthday cake,food-baking,Food/Recipe,1,61,61,1,1.64,3.09,eraflavor.com/24th-birthday-cake/,1
air fryer vegetarian recipes,food-baking,Food/Recipe,1,59,59,1,1.69,3.16,flavory.work/air-fryer-vegetarian-recipes/,1
terracotta bathroom walls,room-ideas,Home Decor,1,90,90,1,1.11,0.59,floriadecor.com/terracotta-bathroom-walls/,1
2 bedroom 2 bathroom house plans,room-ideas,Home Decor,1,83,83,1,1.2,0.63,floriadecor.com/2-bedroom-2-bathroom-house-plans/,1
guest bedroom ideas twin beds,room-ideas,Home Decor,1,254,254,1,0.39,0.26,houzerio.com/guest-bedroom-ideas-twin-beds/,1
dressing table ideas for small bedroom,room-ideas,Home Decor,1,136,136,1,0.74,0.43,houzerio.com/dressing-table-ideas-for-small-bedroom/,1
long narrow bedroom decor,room-ideas,Home Decor,1,134,134,1,0.75,0.44,houzerio.com/long-narrow-bedroom-decor/,1
girls bedroom ideas 6 yrs old,room-ideas,Home Decor,1,70,70,1,1.43,0.72,houzerio.com/girls-bedroom-ideas-6-yrs-old/,1
bedroom closet doors bifold,room-ideas,Home Decor,1,66,66,1,1.52,0.76,houzerio.com/bedroom-closet-doors-bifold/,1
double curtains living room,product-specific,Home Decor,1,52,52,1,1.92,0.9,houzerio.com/double-curtains-living-room/,1
moss green bathroom,room-ideas,Home Decor,1,65,65,1,1.54,0.77,ivyrosedecor.com/moss-green-bathroom/,1
zapatillas rojas outfit,outfit-style,Styling,1,129,129,1,0.78,0.53,ivystyling.com/zapatillas-rojas-outfit/,1
satin pants outfit for women,outfit-style,Styling,1,89,89,1,1.12,0.7,ivystyling.com/satin-pants-outfit-for-women/,1
nike p6000 outfit man,outfit-style,Styling,1,50,50,1,2,1.09,ivystyling.com/nike-p6000-outfit-man/,1
funny cake ideas,food-baking,Food/Recipe,1,96,96,1,1.04,2.17,lilidessert.com/funny-cake-ideas/,1
birthday cake purple,food-baking,Food/Recipe,1,50,50,1,2,3.59,lilidessert.com/birthday-cake-purple/,1
rhinestone jeans outfit for women,outfit-style,Styling,1,104,104,1,0.96,0.62,lovermuse.com/rhinestone-jeans-outfit-for-women/,1
dark autumn hair color,hair-beauty,Styling,1,68,68,1,1.47,0.86,lovermuse.com/dark-autumn-hair-color/,1
hamburger patties and gravy,food-recipe,Food/Recipe,1,105,105,1,0.95,2.02,lunapastry.com/hamburger-patties-and-gravy/,1
cheesecake birthday cake decoration,food-baking,Food/Recipe,1,95,95,1,1.05,2.19,lunapastry.com/cheesecake-birthday-cake-decoration/,1
kids cake design,food-baking,Food/Recipe,1,70,70,1,1.43,2.78,lunapastry.com/kids-cake-design/,1
sourdough cut designs,food-baking,Food/Recipe,1,54,54,1,1.85,3.38,lunapastry.com/sourdough-cut-designs/,1
brown and blue living room,room-ideas,Home Decor,1,67,67,1,1.49,0.75,lylastudio.com/brown-and-blue-living-room/,1
awkward bedroom layout,room-ideas,Home Decor,1,60,60,1,1.67,0.81,lylastudio.com/awkward-bedroom-layout/,1
church bathroom ideas,room-ideas,Home Decor,1,55,55,1,1.82,0.87,lylastudio.com/church-bathroom-ideas/,1
dark green bathroom tiles,room-ideas,Home Decor,1,51,51,1,1.96,0.92,lylastudio.com/dark-green-bathroom-tiles/,1
easy party appetizer recipes,food-baking,Food/Recipe,1,324,324,1,0.31,0.82,mealwish.work/easy-party-appetizer-recipes/,1
gluten free cookie recipes,food-baking,Food/Recipe,1,117,117,1,0.85,1.85,mealwish.work/gluten-free-cookie-recipes/,1
brunch recipes for a crowd,food-baking,Food/Recipe,1,78,78,1,1.28,2.55,newtritiousjuicebar.com/brunch-recipes-for-a-crowd/,1
carnivore diet chicken recipes,food-baking,Food/Recipe,1,70,70,1,1.43,2.78,newtritiousjuicebar.com/carnivore-diet-chicken-recipes/,1
stained concrete floors living room,room-ideas,Home Decor,1,62,62,1,1.61,0.79,roomblr.com/stained-concrete-floors-living-room/,1
living room rugs with grey couch,product-specific,Home Decor,1,55,55,1,1.82,0.87,roomwaves.com/living-room-rugs-with-grey-couch/,1
60th birthday cake ideas for mom,food-baking,Food/Recipe,1,55,55,1,1.82,3.34,rosabake.com/60th-birthday-cake-ideas-for-mom/,1
navy blue bathroom vanity ideas,product-specific,Home Decor,1,66,66,1,1.52,0.76,sleeprism.com/navy-blue-bathroom-vanity-ideas/,1
ikea bathroom hack,room-ideas,Home Decor,1,81,81,1,1.23,0.64,solinadecor.com/ikea-bathroom-hack/,1
modern bathroom cabinet ideas,product-specific,Home Decor,1,74,74,1,1.35,0.69,solinadecor.com/modern-bathroom-cabinet-ideas/,1
black white and wood bathroom,room-ideas,Home Decor,1,66,66,1,1.52,0.76,solinadecor.com/black-white-and-wood-bathroom/,1
soft autumn hair color,hair-beauty,Styling,1,511,511,1,0.2,0.17,stylingfox.com/soft-autumn-hair-color/,1
golden goose outfit,outfit-style,Styling,1,102,102,1,0.98,0.63,stylingfox.com/golden-goose-outfit/,1
short brown hair with highlights,hair-beauty,Styling,1,67,67,1,1.49,0.87,stylingfox.com/short-brown-hair-with-highlights/,1
cuffed jeans outfit for women,outfit-style,Styling,1,58,58,1,1.72,0.97,stylingfox.com/cuffed-jeans-outfit-for-women/,1
mustard pants outfit for women,outfit-style,Styling,1,57,57,1,1.75,0.98,stylingfox.com/mustard-pants-outfit-for-women/,1
70th birthday cake for men,food-baking,Food/Recipe,1,93,93,1,1.08,2.24,sugardawn.com/70th-birthday-cake-for-men/,1
low cholesterol chicken recipes,food-baking,Food/Recipe,1,484,484,1,0.21,0.59,tastybolt.com/low-cholesterol-chicken-recipes/,1
cottage cheese bowl recipes,product-specific,Food/Recipe,1,98,98,1,1.02,2.14,tastybolt.com/cottage-cheese-bowl-recipes/,1
corned beef hash canned,food-recipe,Food/Recipe,1,77,77,1,1.3,2.59,tastycreate.com/corned-beef-hash-canned/,1
dinner recipes for two,food-baking,Food/Recipe,1,156,156,1,0.64,1.48,tastywolf.com/dinner-recipes-for-two/,1
chicken stir fry sauce,food-recipe,Food/Recipe,1,66,66,1,1.52,2.92,tastywolf.com/chicken-stir-fry-sauce/,1
healthy canned chicken recipes,food-baking,Food/Recipe,1,63,63,1,1.59,3.02,wishflavor.com/healthy-canned-chicken-recipes/,1
cuisinart bread machine recipes,food-baking,Food/Recipe,1,126,126,1,0.79,1.75,yummyguru.com/cuisinart-bread-machine-recipes/,1
amish friendship bread recipes,food-baking,Food/Recipe,1,120,120,1,0.83,1.82,yummyguru.com/amish-friendship-bread-recipes/,1
healthy dip recipes for vegetables,food-baking,Food/Recipe,1,100,100,1,1,2.11,healthybaat.com/healthy-dip-recipes-for-vegetables/,1
trader joes spinach artichoke dip recipes,food-baking,Food/Recipe,1,56,56,1,1.79,3.3,healthybaat.com/trader-joes-spinach-artichoke-dip-recipes/,1
juice recipes for gut health,food-baking,Food/Recipe,1,131,131,1,0.76,1.69,goteamnames.com/juice-recipes-for-gut-health/,1
juice recipes with beets,food-baking,Food/Recipe,1,102,102,1,0.98,2.07,goteamnames.com/juice-recipes-with-beets/,1
juice recipes for immune system,food-baking,Food/Recipe,1,50,50,1,2,3.59,goteamnames.com/juice-recipes-for-immune-system/,1
freezer meals for surgery recovery,general,Food/Recipe,1,509,509,1,0.2,0.57,soeasydiy.com/freezer-meals-for-surgery-recovery/,1
ripe banana dessert recipes,food-baking,Food/Recipe,1,268,268,1,0.37,0.94,soeasydiy.com/ripe-banana-dessert-recipes/,1
keto bread machine recipes almond flour,food-baking,Food/Recipe,1,117,117,1,0.85,1.85,soeasydiy.com/keto-bread-machine-recipes-almond-flour/,1
freezer to oven meals,general,Food/Recipe,1,101,101,1,0.99,2.09,soeasydiy.com/freezer-to-oven-meals/,1
alpha gal dessert recipes,food-baking,Food/Recipe,1,56,56,1,1.79,3.3,soeasydiy.com/alpha-gal-dessert-recipes/,1
king arthur gluten free flour recipes,food-baking,Food/Recipe,1,201,201,1,0.5,1.21,storyriddles.com/king-arthur-gluten-free-flour-recipes/,1
gluten free sugar free cake recipes,food-baking,Food/Recipe,1,182,182,1,0.55,1.31,storyriddles.com/gluten-free-sugar-free-cake-recipes/,1
healthy discard sourdough recipes,food-baking,Food/Recipe,1,175,175,1,0.57,1.35,storyriddles.com/healthy-discard-sourdough-recipes/,1
gluten free dairy free muffins recipes,food-baking,Food/Recipe,1,86,86,1,1.16,2.36,storyriddles.com/gluten-free-dairy-free-muffins-recipes/,1
gluten free recipes for a crowd,food-baking,Food/Recipe,1,52,52,1,1.92,3.48,storyriddles.com/gluten-free-recipes-for-a-crowd/,1
cute guest room,general,Garden/Outdoor,1,94,94,1,1.06,0.53,lodgvia.com/cute-guest-room/,1
french pastries recipes,food-baking,Food/Recipe,1,190,190,1,0.53,1.27,jokesfordays.com/french-pastries-recipes/,1
healthy french recipes,food-baking,Food/Recipe,1,156,156,1,0.64,1.48,jokesfordays.com/healthy-french-recipes/,1
recipes with french fried onions,food-baking,Food/Recipe,1,80,80,1,1.25,2.51,jokesfordays.com/recipes-with-french-fried-onions/,1
keto dairy free recipes dinner,food-baking,Food/Recipe,1,66,66,1,1.52,2.92,jokesfordays.com/keto-dairy-free-recipes-dinner/,1
recipes using french baguette,food-baking,Food/Recipe,1,57,57,1,1.75,3.24,jokesfordays.com/recipes-using-french-baguette/,1
campbells french onion soup recipes,food-baking,Food/Recipe,1,56,56,1,1.79,3.3,jokesfordays.com/campbells-french-onion-soup-recipes/,1
pancake mix dessert recipes,food-baking,Food/Recipe,1,53,53,1,1.89,3.44,jokesfordays.com/pancake-mix-dessert-recipes/,1
french fries seasoning recipes,food-baking,Food/Recipe,1,51,51,1,1.96,3.53,jokesfordays.com/french-fries-seasoning-recipes/,1
kitchen hutch decorating ideas,room-ideas,Home Decor,1,72,72,1,1.39,0.71,smallvia.com/kitchen-hutch-decorating-ideas/,1
gluten free dairy free bread machine recipes,food-baking,Food/Recipe,1,64,64,1,1.56,2.97,freshdairyfree.com/gluten-free-dairy-free-bread-machine-recipes/,1
spring recipes dessert,food-baking,Food/Recipe,1,57,57,1,1.75,3.24,freshdairyfree.com/spring-recipes-dessert/,1
kitchenaid ice cream maker recipes dairy free,food-baking,Food/Recipe,1,54,54,1,1.85,3.38,freshdairyfree.com/kitchenaid-ice-cream-maker-recipes-dairy-free/,1
closet organization ideas,room-ideas,Garden/Outdoor,1,235,235,1,0.43,0.26,artevohome.com/closet-organization-ideas/,1
small backyard pool ideas,room-ideas,Garden/Outdoor,1,116,116,1,0.86,0.45,artevohome.com/small-backyard-pool-ideas/,1
cheap wall decor ideas,wedding-event,Garden/Outdoor,1,102,102,1,0.98,0.5,artevohome.com/cheap-wall-decor-ideas/,1
dog kennel ideas outdoor,general,Garden/Outdoor,1,87,87,1,1.15,0.56,artevohome.com/dog-kennel-ideas-outdoor/,1
japanese garden ideas,room-ideas,Garden/Outdoor,1,62,62,1,1.61,0.73,artevohome.com/japanese-garden-ideas/,1
garage wall decor ideas,room-ideas,Garden/Outdoor,1,54,54,1,1.85,0.81,artevohome.com/garage-wall-decor-ideas/,1
outfit ideas for rectangle body shape,outfit-style,Styling,1,143,143,1,0.7,0.48,hervoguelife.com/outfit-ideas-for-rectangle-body-shape/,1
james bond theme party outfit women,outfit-style,Styling,1,82,82,1,1.22,0.75,hervoguelife.com/james-bond-theme-party-outfit-women/,1
smart casual outfit ideas for women,outfit-style,Styling,1,64,64,1,1.56,0.9,hervoguelife.com/smart-casual-outfit-ideas-for-women/,1
bathroom plants that absorb moisture,room-ideas,Garden/Outdoor,1,86,86,1,1.16,0.56,floramood.com/bathroom-plants-that-absorb-moisture/,1
plants for hanging baskets,general,Garden/Outdoor,1,72,72,1,1.39,0.65,floramood.com/plants-for-hanging-baskets/,1
natural fence ideas privacy hedge,general,Garden/Outdoor,1,60,60,1,1.67,0.75,floramood.com/natural-fence-ideas-privacy-hedge/,1
grill lamb chops recipe,food-baking,Food/Recipe,1,218,218,1,0.46,1.13,bbqhustle.com/grill-lamb-chops-recipe/,1
beef jerky marinade recipe,food-baking,Food/Recipe,1,114,114,1,0.88,1.91,bbqhustle.com/beef-jerky-marinade-recipe/,1
best bbq chicken marinade,food-recipe,Food/Recipe,1,60,60,1,1.67,3.13,bbqhustle.com/best-bbq-chicken-marinade/,1
caramel macchiato creamer,general,Food/Recipe,1,268,268,1,0.37,0.94,broastee.com/caramel-macchiato-creamer/,1
homemade limoncello,diy-craft,Food/Recipe,1,95,95,1,1.05,2.19,broastee.com/homemade-limoncello/,1
men tattoo ideas with meaning,tattoo,Styling,1,89,89,1,1.12,0.7,themaleedit.com/men-tattoo-ideas-with-meaning/,1
graduation outfit ideas for men,outfit-style,Styling,1,56,56,1,1.79,1,themaleedit.com/graduation-outfit-ideas-for-men/,1
garden drainage ideas,room-ideas,Garden/Outdoor,1,81,81,1,1.23,0.59,slowgardenlife.com/garden-drainage-ideas/,1
dog friendly garden ideas,room-ideas,Garden/Outdoor,2,167,84,1,0.6,0.29,moonlightyard.com/dog-friendly-garden-ideas/,1
garden on a hill ideas,room-ideas,Garden/Outdoor,1,63,63,1,1.59,0.72,slowgardenlife.com/garden-on-a-hill-ideas/,1
garden under tree ideas,room-ideas,Garden/Outdoor,2,145,73,1,0.69,0.32,slowgardenlife.com/garden-under-tree-ideas/,1
easy italian dessert recipes,food-baking,Food/Recipe,1,222,222,1,0.45,1.11,lolpuns.com/easy-italian-dessert-recipes/,1
hot italian sausage recipes,food-baking,Food/Recipe,1,66,66,1,1.52,2.92,lolpuns.com/hot-italian-sausage-recipes/,1
low carb high protein smoothie recipes,food-baking,Food/Recipe,1,126,126,1,0.79,1.75,primejokes.com/low-carb-high-protein-smoothie-recipes/,1
low carb high protein gluten free recipes,food-baking,Food/Recipe,1,101,101,1,0.99,2.09,primejokes.com/low-carb-high-protein-gluten-free-recipes/,1
healthy liver recipes,food-baking,Food/Recipe,1,68,68,1,1.47,2.84,primejokes.com/healthy-liver-recipes/,1
vegan purple sweet potato recipes,food-baking,Food/Recipe,2,229,115,1,0.44,0.95,eatveganly.com/vegan-purple-sweet-potato-recipes/,1
high protein low carb salmon recipes,food-baking,Food/Recipe,1,67,67,1,1.49,2.87,primejokes.com/high-protein-low-carb-salmon-recipes/,1
breakfast recipes indian veg,food-baking,Food/Recipe,1,196,196,1,0.51,1.23,punsfordays.com/breakfast-recipes-indian-veg/,1
buttermilk dinner recipes,food-baking,Food/Recipe,1,164,164,1,0.61,1.42,punsfordays.com/buttermilk-dinner-recipes/,1
easy indian snack recipes,food-baking,Food/Recipe,1,130,130,1,0.77,1.71,punsfordays.com/easy-indian-snack-recipes/,1
south indian chutney recipes,food-baking,Food/Recipe,1,94,94,1,1.06,2.2,punsfordays.com/south-indian-chutney-recipes/,1
food without fire recipes indian,food-baking,Food/Recipe,1,82,82,1,1.22,2.46,punsfordays.com/food-without-fire-recipes-indian/,1
frozen fruit smoothie recipes healthy,food-baking,Food/Recipe,1,76,76,1,1.32,2.62,punsfordays.com/frozen-fruit-smoothie-recipes-healthy/,1
veg salad recipes indian healthy,food-baking,Food/Recipe,1,53,53,1,1.89,3.44,punsfordays.com/veg-salad-recipes-indian-healthy/,1
jeep wrangler interior ideas,general,Home Decor,1,97,97,1,1.03,0.56,drivecruise.com/jeep-wrangler-interior-ideas/,1
toucan bird,general,Other,1,86,86,1,1.16,3.86,avianenthusiast.com/toucan-bird/,1
5 3 lifter replacement without removing head,general,Other,1,151,151,1,0.66,2.47,jordistireshop.com/5-3-lifter-replacement-without-removing-head/,1
front end of car making popping noise,diy-craft,Other,1,64,64,1,1.56,4.86,jordistireshop.com/front-end-of-car-making-popping-noise/,1
complete animal totem list,general,Other,1,57,57,1,1.75,5.3,spiritualwayfarer.com/complete-animal-totem-list/,1
home depot cut wood,general,Home Decor,1,323,323,1,0.31,0.21,woodworkwizardry.com/can-home-depot-cut-wood-for-you/,1
oil out of wood,general,Home Decor,1,140,140,1,0.71,0.42,woodworkwizardry.com/how-do-you-get-oil-out-of-wood/,1
long does it take wood glue to dry,general,Home Decor,1,91,91,1,1.1,0.59,woodworkwizardry.com/how-long-does-it-take-wood-glue-to-dry/,1
stain acacia wood,general,Home Decor,1,66,66,1,1.52,0.76,woodworkwizardry.com/how-to-stain-acacia-wood/,1
engineered wood floors be refinished,general,Home Decor,1,57,57,1,1.75,0.84,woodworkwizardry.com/can-engineered-wood-floors-be-refinished/,1
small tattoo placements,tattoo,Tattoo,1,90,90,1,1.11,3.11,tattooradar.com/small-tattoo-placements/,1
tattoos that signify strength,tattoo,Tattoo,1,66,66,1,1.52,3.97,tattooradar.com/tattoos-that-signify-strength/,1
porch railing ideas,general,Home Decor,1,96,96,1,1.04,0.56,homeypaint.com/porch-railing-ideas/,1
light gray paint colors sherwin williams,diy-craft,Home Decor,1,65,65,1,1.54,0.77,homeypaint.com/light-gray-paint-colors-sherwin-williams/,1
color to paint kitchen with honey oak cabinets,room-ideas,Home Decor,1,51,51,1,1.96,0.92,homeypaint.com/what-color-to-paint-kitchen-with-honey-oak-cabinets/,1
dog kennel ideas outdoor diy cheap,diy-craft,Garden/Outdoor,1,66,66,1,1.52,0.7,yardolio.com/dog-kennel-ideas-outdoor-diy-cheap/,1
backyard no grass ideas,room-ideas,Garden/Outdoor,1,64,64,1,1.56,0.71,yardolio.com/backyard-no-grass-ideas/,1
ideas for 50th wedding anniversary,wedding-event,Wedding/Craft,1,55,55,1,1.82,1.16,charmvows.com/ideas-for-50th-wedding-anniversary/,1
screened in patio,room-ideas,Garden/Outdoor,1,78,78,1,1.28,0.61,patizvo.com/screened-in-patio/,1
black fireplace wall,general,Home Decor,1,171,171,1,0.58,0.35,firesidea.com/black-fireplace-wall/,1
modern fireplace,general,Home Decor,1,135,135,1,0.74,0.43,firesidea.com/modern-fireplace/,1
fireplace cover ideas,general,Home Decor,1,124,124,1,0.81,0.46,firesidea.com/fireplace-cover-ideas/,1
bedroom wardrobe ideas,room-ideas,Home Decor,1,84,84,1,1.19,0.63,firesidea.com/bedroom-wardrobe-ideas/,1
painted fireplace,general,Home Decor,1,77,77,1,1.3,0.67,firesidea.com/painted-fireplace/,1
cottage fireplace,general,Home Decor,1,62,62,1,1.61,0.79,firesidea.com/cottage-fireplace/,1
outdoor fireplace ideas,general,Home Decor,1,61,61,1,1.64,0.8,firesidea.com/outdoor-fireplace-ideas/,1
fireplace decor,wedding-event,Home Decor,1,51,51,1,1.96,0.92,firesidea.com/above-fireplace-decor/,1
greek recipes dessert,food-baking,Food/Recipe,1,113,113,1,0.88,1.9,beanwhisper.com/greek-recipes-dessert/,1
recipes using sweetened condensed milk homemade coffee creamer,food-baking,Food/Recipe,1,90,90,1,1.11,2.29,beanwhisper.com/recipes-using-sweetened-condensed-milk-homemade-coffee-creamer/,1
healthy sliders recipes,food-baking,Food/Recipe,1,79,79,1,1.27,2.54,beanwhisper.com/healthy-sliders-recipes/,1
iron rich dinner recipes,product-specific,Food/Recipe,1,64,64,1,1.56,2.97,beanwhisper.com/iron-rich-dinner-recipes/,1
dip recipes healthy,food-baking,Food/Recipe,1,176,176,1,0.57,1.35,toppuns.com/dip-recipes-healthy/,1
boozy ice cream recipes,food-baking,Food/Recipe,1,123,123,1,0.81,1.78,toppuns.com/boozy-ice-cream-recipes/,1
sundae recipes ice cream,food-baking,Food/Recipe,1,115,115,1,0.87,1.89,toppuns.com/sundae-recipes-ice-cream/,1
